theme,theme_group,symbol,name,reason,seed_rank,seed_weight,source_note
agriculture_food_beverage,expanded_hot,600737,COFCO Sugar,sugar,9,0.1111111111111111,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,600887,Yili,dairy,10,0.1,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,000895,Shuanghui Development,meat processing,11,0.09090909090909091,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,600872,Jonjee Hi-Tech,condiment,12,0.08333333333333333,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,603288,Haitian Flavouring,condiment,13,0.07692307692307693,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,600809,Shanxi Fenjiu,liquor,14,0.07142857142857142,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,600519,Kweichow Moutai,liquor,15,0.06666666666666667,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,000858,Wuliangye,liquor,16,0.0625,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,000568,Luzhou Laojiao,liquor,17,0.058823529411764705,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,002557,Qiaqia Food,snack,18,0.05555555555555555,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,002507,Fuling Zhacai,food,19,0.05263157894736842,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,603345,Anjoy Foods,frozen food,20,0.05,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,605499,Eastroc Beverage,beverage,21,0.047619047619047616,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,300999,Jinzai Food,snack,22,0.045454545454545456,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,002216,Sanquan Food,frozen food,23,0.043478260869565216,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,002481,Shuangta Food,plant protein,24,0.041666666666666664,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,603369,Jinshiyuan,liquor,25,0.04,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,603589,Kouzi Distillery,liquor,26,0.038461538461538464,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,000596,Gujing Gongjiu,liquor,27,0.037037037037037035,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,603517,Juewei Food,snack chain,28,0.03571428571428571,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,002304,Yanghe Brewery,liquor,29,0.034482758620689655,curated_public_hot_seed
agriculture_food_beverage,expanded_hot,300146,By-Health,nutrition,30,0.03333333333333333,curated_public_hot_seed
ai_compute_semiconductor,core_hot,603501,WillSemi,semiconductor sensor,1,1.0,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688981,SMIC,foundry,2,0.5,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688041,Hygon,AI compute chip,3,0.3333333333333333,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688256,Cambricon,AI accelerator,4,0.25,curated_public_hot_seed
ai_compute_semiconductor,core_hot,002371,NAURA,semiconductor equipment,5,0.2,curated_public_hot_seed
ai_compute_semiconductor,core_hot,300308,Zhongji Innolight,optical module,6,0.16666666666666666,curated_public_hot_seed
ai_compute_semiconductor,core_hot,300502,Eoptolink,optical module,7,0.14285714285714285,curated_public_hot_seed
ai_compute_semiconductor,core_hot,600584,JCET,advanced packaging,8,0.125,curated_public_hot_seed
ai_compute_semiconductor,core_hot,002156,Tongfu Microelectronics,advanced packaging,9,0.1111111111111111,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688012,Advanced Micro-Fab,semiconductor equipment,10,0.1,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688008,Montage Technology,memory interface chip,11,0.09090909090909091,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688126,National Silicon,semiconductor wafer,12,0.08333333333333333,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688396,China Resources Micro,power semiconductor,13,0.07692307692307693,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688099,Amlogic,AIoT SoC,14,0.07142857142857142,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688385,Fudan Microelectronics,FPGA and MCU,15,0.06666666666666667,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688608,Bestechnic,wireless audio chip,16,0.0625,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688521,VeriSilicon,chip design service,17,0.058823529411764705,curated_public_hot_seed
ai_compute_semiconductor,core_hot,603986,GigaDevice,memory and MCU,18,0.05555555555555555,curated_public_hot_seed
ai_compute_semiconductor,core_hot,603893,Rockchip,AIoT chip,19,0.05263157894736842,curated_public_hot_seed
ai_compute_semiconductor,core_hot,300661,SG Micro,analog chip,20,0.05,curated_public_hot_seed
ai_compute_semiconductor,core_hot,300782,Maxscend,RF chip,21,0.047619047619047616,curated_public_hot_seed
ai_compute_semiconductor,core_hot,600460,Silan Micro,power semiconductor,22,0.045454545454545456,curated_public_hot_seed
ai_compute_semiconductor,core_hot,002049,Unigroup Guoxin,security and FPGA chip,23,0.043478260869565216,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688047,Loongson,domestic CPU,24,0.041666666666666664,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688110,Dongxin,memory chip,25,0.04,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688409,Fortune Precision,semiconductor equipment parts,26,0.038461538461538464,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688072,Piotech,thin film equipment,27,0.037037037037037035,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688120,Hwatsing,CMP equipment,28,0.03571428571428571,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688037,Kingsemi,lithography process equipment,29,0.034482758620689655,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688019,Anji Micro,semiconductor material,30,0.03333333333333333,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688200,Huafeng Test,semiconductor test equipment,31,0.03225806451612903,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688234,Tianyue Advanced,SiC substrate,32,0.03125,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688347,Hua Hong,specialty foundry,33,0.030303030303030304,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688525,Siglent,electronic measurement,34,0.029411764705882353,curated_public_hot_seed
ai_compute_semiconductor,core_hot,688072,Piotech,domestic deposition equipment,35,0.02857142857142857,curated_public_hot_seed
ai_compute_semiconductor,core_hot,300604,Changchuan Technology,IC testing equipment,36,0.027777777777777776,curated_public_hot_seed
ai_compute_semiconductor,core_hot,300567,Jingce Electronic,semiconductor inspection,37,0.02702702702702703,curated_public_hot_seed
ai_compute_semiconductor,core_hot,000938,Unisplendour,AI infrastructure,38,0.02631578947368421,curated_public_hot_seed
ai_compute_semiconductor,core_hot,000977,Inspur Information,AI server,39,0.02564102564102564,curated_public_hot_seed
ai_compute_semiconductor,core_hot,603019,Sugon,HPC and server,40,0.025,curated_public_hot_seed
ai_compute_semiconductor,core_hot,002415,Hikvision,AI vision hardware,41,0.024390243902439025,curated_public_hot_seed
ai_compute_semiconductor,core_hot,002230,iFlytek,AI application platform,42,0.023809523809523808,curated_public_hot_seed
central_soe_high_dividend,professional_hot,600900,Yangtze Power,hydropower dividend,1,1.0,curated_public_hot_seed
central_soe_high_dividend,professional_hot,601088,China Shenhua,coal dividend,2,0.5,curated_public_hot_seed
central_soe_high_dividend,professional_hot,600028,Sinopec,oil dividend,3,0.3333333333333333,curated_public_hot_seed
central_soe_high_dividend,professional_hot,601857,PetroChina,oil dividend,4,0.25,curated_public_hot_seed
central_soe_high_dividend,professional_hot,600938,CNOOC,oil dividend,5,0.2,curated_public_hot_seed
central_soe_high_dividend,professional_hot,600941,China Mobile,telecom dividend,6,0.16666666666666666,curated_public_hot_seed
central_soe_high_dividend,professional_hot,601728,China Telecom,telecom dividend,7,0.14285714285714285,curated_public_hot_seed
central_soe_high_dividend,professional_hot,601816,Beijing-Shanghai High Speed Railway,transport dividend,8,0.125,curated_public_hot_seed
central_soe_high_dividend,professional_hot,601398,ICBC,bank dividend,9,0.1111111111111111,curated_public_hot_seed
central_soe_high_dividend,professional_hot,601939,China Construction Bank,bank dividend,10,0.1,curated_public_hot_seed
central_soe_high_dividend,professional_hot,601288,Agricultural Bank of China,bank dividend,11,0.09090909090909091,curated_public_hot_seed
central_soe_high_dividend,professional_hot,601988,Bank of China,bank dividend,12,0.08333333333333333,curated_public_hot_seed
chemical_new_materials,expanded_hot,600309,Wanhua Chemical,polyurethane and new material,1,1.0,curated_public_hot_seed
chemical_new_materials,expanded_hot,002648,Satellite Chemical,light hydrocarbon chemical,2,0.5,curated_public_hot_seed
chemical_new_materials,expanded_hot,600346,Hengli Petrochemical,refining chemical,3,0.3333333333333333,curated_public_hot_seed
chemical_new_materials,expanded_hot,000301,Eastern Shenghong,chemical fiber,4,0.25,curated_public_hot_seed
chemical_new_materials,expanded_hot,600426,Hualu Hengsheng,coal chemical,5,0.2,curated_public_hot_seed
chemical_new_materials,expanded_hot,600989,Baofeng Energy,coal chemical,6,0.16666666666666666,curated_public_hot_seed
chemical_new_materials,expanded_hot,002493,Rongsheng Petrochemical,refining chemical,7,0.14285714285714285,curated_public_hot_seed
chemical_new_materials,expanded_hot,600143,Kingfa Sci & Tech,modified plastic,8,0.125,curated_public_hot_seed
chemical_new_materials,expanded_hot,601233,Tongkun Group,polyester,9,0.1111111111111111,curated_public_hot_seed
chemical_new_materials,expanded_hot,603225,Xinfengming,polyester,10,0.1,curated_public_hot_seed
chemical_new_materials,expanded_hot,600176,China Jushi,glass fiber,11,0.09090909090909091,curated_public_hot_seed
chemical_new_materials,expanded_hot,603737,SKSHU Paint,coating,12,0.08333333333333333,curated_public_hot_seed
chemical_new_materials,expanded_hot,300487,Sunresin,adsorption resin,13,0.07692307692307693,curated_public_hot_seed
chemical_new_materials,expanded_hot,300285,Sinocera,ceramic material,14,0.07142857142857142,curated_public_hot_seed
chemical_new_materials,expanded_hot,300398,Feikai Materials,electronic chemical,15,0.06666666666666667,curated_public_hot_seed
chemical_new_materials,expanded_hot,603260,Hoshine Silicon,industrial silicon,16,0.0625,curated_public_hot_seed
chemical_new_materials,expanded_hot,002324,Pret Composites,modified plastic,17,0.058823529411764705,curated_public_hot_seed
chemical_new_materials,expanded_hot,600352,Zhejiang Longsheng,dye,18,0.05555555555555555,curated_public_hot_seed
chemical_new_materials,expanded_hot,002601,LB Group,titanium dioxide,19,0.05263157894736842,curated_public_hot_seed
chemical_new_materials,expanded_hot,600160,Juhua,fluorine chemical,20,0.05,curated_public_hot_seed
chemical_new_materials,expanded_hot,600486,Yangnong Chemical,agrochemical,21,0.047619047619047616,curated_public_hot_seed
chemical_new_materials,expanded_hot,002407,Do-Fluoride,fluorine and battery material,22,0.045454545454545456,curated_public_hot_seed
chemical_new_materials,expanded_hot,002326,Yongtai Technology,fluorine fine chemical,23,0.043478260869565216,curated_public_hot_seed
chemical_new_materials,expanded_hot,002643,Wanshun New Material,display material,24,0.041666666666666664,curated_public_hot_seed
chemical_new_materials,expanded_hot,300596,Lianlong,polymer additive,25,0.04,curated_public_hot_seed
chemical_new_materials,expanded_hot,300821,Dongyue Silicon,silicone,26,0.038461538461538464,curated_public_hot_seed
chemical_new_materials,expanded_hot,300699,Guangwei Composites,carbon fiber,27,0.037037037037037035,curated_public_hot_seed
chemical_new_materials,expanded_hot,300777,Sinofibers Technology,carbon fiber,28,0.03571428571428571,curated_public_hot_seed
chemical_new_materials,expanded_hot,688116,TnTech,nanocarbon material,29,0.034482758620689655,curated_public_hot_seed
chemical_new_materials,expanded_hot,688295,Advanced Material Seed,new material seed,30,0.03333333333333333,curated_public_hot_seed
chemical_new_materials,expanded_hot,688550,Chemical Material Seed,chemical seed,31,0.03225806451612903,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,601088,China Shenhua,coal,1,1.0,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,601225,Shaanxi Coal,coal,2,0.5,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600188,Yankuang Energy,coal,3,0.3333333333333333,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,601699,Shanxi Coal International,coal,4,0.25,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600985,Huaibei Mining,coal,5,0.2,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600348,Huayang New Material,coal,6,0.16666666666666666,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,000983,Shanxi Coking Coal,coal,7,0.14285714285714285,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600546,Thermal Coal Seed,coal seed,8,0.125,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600028,Sinopec,oil refining,9,0.1111111111111111,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,601857,PetroChina,oil gas,10,0.1,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600938,CNOOC,offshore oil,11,0.09090909090909091,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600256,Guanghui Energy,LNG coal,12,0.08333333333333333,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,601808,COSL,oilfield service,13,0.07692307692307693,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600583,Offshore Oil Engineering,oil engineering,14,0.07142857142857142,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,002353,Oil Service Seed,oil service seed,15,0.06666666666666667,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600011,Huaneng Power,thermal power,16,0.0625,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600027,Huadian Power,thermal power,17,0.058823529411764705,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600795,GD Power,power,18,0.05555555555555555,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600886,SDIC Power,power,19,0.05263157894736842,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600900,Yangtze Power,hydropower,20,0.05,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600905,China Three Gorges Renewables,green power,21,0.047619047619047616,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,003816,CGN Power,nuclear power,22,0.045454545454545456,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,601985,China National Nuclear Power,nuclear power,23,0.043478260869565216,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600021,Shanghai Electric Power,power,24,0.041666666666666664,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,000875,Jidian Electric Power,power,25,0.04,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,000543,Anhui Wenergy,power,26,0.038461538461538464,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,000539,Guangdong Electric Power,power,27,0.037037037037037035,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,000537,Guangyu Development,new energy power,28,0.03571428571428571,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600023,Zhejiang Zheneng,power,29,0.034482758620689655,curated_public_hot_seed
coal_power_oil_gas,expanded_hot,600642,Shenergy,power gas,30,0.03333333333333333,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,600118,China Satellite,satellite platform,1,1.0,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,688066,PIESAT,satellite remote sensing,2,0.5,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,688568,Geovis Technology,satellite data,3,0.3333333333333333,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,002151,BDS Navigation,Beidou navigation,4,0.25,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,300627,Huace Navigation,precision navigation,5,0.2,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,002465,Haige Communications,satellite communication,6,0.16666666666666666,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,300045,Hwa Create,satellite navigation,7,0.14285714285714285,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,688239,Aerospace Nanhu,radar,8,0.125,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,688333,Xi'an Bright Laser,aerospace additive manufacturing,9,0.1111111111111111,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,300101,Zhenxin Technology,navigation chip,10,0.1,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002475,Luxshare Precision,consumer electronics,1,1.0,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,000725,BOE Technology,display panel,2,0.5,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002241,GoerTek,acoustic and XR,3,0.3333333333333333,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002938,Avary Holding,PCB,4,0.25,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002463,WUS Printed Circuit,PCB,5,0.2,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002916,Shennan Circuits,PCB substrate,6,0.16666666666666666,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,603228,Kinwong,PCB,7,0.14285714285714285,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,300476,Victory Giant,PCB,8,0.125,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002384,Dongshan Precision,FPC and PCB,9,0.1111111111111111,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,300433,Lens Technology,cover glass,10,0.1,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002456,OFILM,optical module,11,0.09090909090909091,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002600,Lingyi iTech,precision component,12,0.08333333333333333,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,300408,Chaozhou Three-Circle,ceramic component,13,0.07692307692307693,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002635,Anjie Technology,functional parts,14,0.07142857142857142,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002273,Crystal-Optech,optics,15,0.06666666666666667,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,300207,Sunwoda,consumer battery,16,0.0625,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,688036,Transsion Holdings,smartphone export,17,0.058823529411764705,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002138,Sunlord Electronics,passive component,18,0.05555555555555555,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,000100,TCL Technology,display panel,19,0.05263157894736842,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,000050,Tianma Microelectronics,display,20,0.05,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,000823,Ultrasonic Electronics,PCB,21,0.047619047619047616,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,600183,Shengyi Technology,CCL,22,0.045454545454545456,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,688183,Shengyi Electronics,PCB,23,0.043478260869565216,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002815,Chongda Technology,PCB,24,0.041666666666666664,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,603160,Goodix,fingerprint and touch chip,25,0.04,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,300115,Everwin Precision,precision component,26,0.038461538461538464,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,603626,KET,connector,27,0.037037037037037035,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,002402,Consumer Electronics Seed,electronics watchlist,28,0.03571428571428571,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,688008,Montage Technology,memory interface,29,0.034482758620689655,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,603986,GigaDevice,memory and MCU,30,0.03333333333333333,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,688099,Amlogic,SoC,31,0.03225806451612903,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,688608,Bestechnic,audio chip,32,0.03125,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,300782,Maxscend,RF chip,33,0.030303030303030304,curated_public_hot_seed
consumer_electronics_pcb,expanded_hot,603893,Rockchip,AIoT chip,34,0.029411764705882353,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,300308,Zhongji Innolight,800G optical module,1,1.0,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,300502,Eoptolink,high-speed optical module,2,0.5,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,300394,TFC Communication,optical passive component,3,0.3333333333333333,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,300570,T&S Communications,optical connector,4,0.25,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,002281,Accelink,optical device,5,0.2,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,688498,Yuanjie Semiconductor,laser chip,6,0.16666666666666666,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,600522,Zhongtian Technology,optical cable,7,0.14285714285714285,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,600487,Hengtong Optic-Electric,optical cable,8,0.125,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,000977,Inspur Information,AI server,9,0.1111111111111111,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,603019,Sugon,HPC data center,10,0.1,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,603259,WuXi AppTec,CXO platform,1,1.0,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,300759,Pharmaron,CXO platform,2,0.5,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,300347,Tigermed,clinical CRO,3,0.3333333333333333,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,002821,Asymchem,CDMO,4,0.25,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,300363,Porton Pharma,CDMO,5,0.2,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,300725,Pharmablock,chemistry CRO,6,0.16666666666666666,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,600276,Hengrui Medicine,innovative drug,7,0.14285714285714285,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,688235,BeiGene,oncology drug,8,0.125,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,688180,Junshi Biosciences,antibody drug,9,0.1111111111111111,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,688331,RemeGen,ADC and biologic,10,0.1,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,688266,Zelgen,innovative drug,11,0.09090909090909091,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,300033,Hithink RoyalFlush,financial data,1,1.0,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,300059,East Money,internet finance,2,0.5,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,300418,Kunlun Tech,AI application,3,0.3333333333333333,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,300364,Chinese Online,digital content and data,4,0.25,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,002230,iFlytek,AI platform,5,0.2,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,688111,Kingsoft Office,office AI,6,0.16666666666666666,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,600845,Baosight Software,industrial data,7,0.14285714285714285,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,300212,E-Hualu,data asset,8,0.125,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,000034,Digital China,cloud data service,9,0.1111111111111111,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,300188,Meiya Pico,data security,10,0.1,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,601360,Qihoo 360,security AI,11,0.09090909090909091,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,300308,Zhongji Innolight,CPO optical module,1,1.0,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,300502,Eoptolink,high-speed optical module,2,0.5,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,300394,TFC Communication,optical component,3,0.3333333333333333,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,300570,T&S Communications,fiber connector,4,0.25,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,002281,Accelink,optical device,5,0.2,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,000988,Huagong Tech,optical communication,6,0.16666666666666666,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,603083,CIG Shanghai,optical access equipment,7,0.14285714285714285,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,688498,Yuanjie Semiconductor,laser chip,8,0.125,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,600522,Zhongtian Technology,optical cable,9,0.1111111111111111,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,600487,Hengtong Optic-Electric,optical cable,10,0.1,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,002463,WUS Printed Circuit,AI server PCB,11,0.09090909090909091,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,002938,Avary Holding,high-end PCB,12,0.08333333333333333,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,300476,Victory Giant,server PCB,13,0.07692307692307693,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,002916,Shennan Circuits,PCB and packaging substrate,14,0.07142857142857142,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,603228,Kinwong,PCB,15,0.06666666666666667,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,600183,Shengyi Technology,CCL,16,0.0625,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,688183,Shengyi Electronics,server PCB,17,0.058823529411764705,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,002384,Dongshan Precision,PCB and connector,18,0.05555555555555555,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,000977,Inspur Information,AI server,19,0.05263157894736842,curated_public_hot_seed
datacenter_optical_liquid_cooling,expanded_hot,603019,Sugon,data center server,20,0.05,curated_public_hot_seed
