theme,theme_group,symbol,name,reason,seed_rank,seed_weight,source_note
central_soe_high_dividend,professional_hot,601398,ICBC,bank dividend,9,0.1111111111111111,curated_public_hot_seed
central_soe_high_dividend,professional_hot,601939,China Construction Bank,bank dividend,10,0.1,curated_public_hot_seed
central_soe_high_dividend,professional_hot,601288,Agricultural Bank of China,bank dividend,11,0.09090909090909091,curated_public_hot_seed
central_soe_high_dividend,professional_hot,601988,Bank of China,bank dividend,12,0.08333333333333333,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,600118,China Satellite,satellite platform,1,1.0,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,688066,PIESAT,satellite remote sensing,2,0.5,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,688568,Geovis Technology,satellite data,3,0.3333333333333333,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,002151,BDS Navigation,Beidou navigation,4,0.25,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,300627,Huace Navigation,precision navigation,5,0.2,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,002465,Haige Communications,satellite communication,6,0.16666666666666666,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,300045,Hwa Create,satellite navigation,7,0.14285714285714285,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,688239,Aerospace Nanhu,radar,8,0.125,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,688333,Xi'an Bright Laser,aerospace additive manufacturing,9,0.1111111111111111,curated_public_hot_seed
commercial_space_satellite_internet,professional_hot,300101,Zhenxin Technology,navigation chip,10,0.1,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,300308,Zhongji Innolight,800G optical module,1,1.0,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,300502,Eoptolink,high-speed optical module,2,0.5,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,300394,TFC Communication,optical passive component,3,0.3333333333333333,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,300570,T&S Communications,optical connector,4,0.25,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,002281,Accelink,optical device,5,0.2,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,688498,Yuanjie Semiconductor,laser chip,6,0.16666666666666666,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,600522,Zhongtian Technology,optical cable,7,0.14285714285714285,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,600487,Hengtong Optic-Electric,optical cable,8,0.125,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,000977,Inspur Information,AI server,9,0.1111111111111111,curated_public_hot_seed
cpo_optical_module_datacenter,professional_hot,603019,Sugon,HPC data center,10,0.1,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,603259,WuXi AppTec,CXO platform,1,1.0,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,300759,Pharmaron,CXO platform,2,0.5,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,300347,Tigermed,clinical CRO,3,0.3333333333333333,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,002821,Asymchem,CDMO,4,0.25,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,300363,Porton Pharma,CDMO,5,0.2,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,300725,Pharmablock,chemistry CRO,6,0.16666666666666666,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,600276,Hengrui Medicine,innovative drug,7,0.14285714285714285,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,688235,BeiGene,oncology drug,8,0.125,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,688180,Junshi Biosciences,antibody drug,9,0.1111111111111111,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,688331,RemeGen,ADC and biologic,10,0.1,curated_public_hot_seed
cxo_biotech_innovative_drug,professional_hot,688266,Zelgen,innovative drug,11,0.09090909090909091,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,300033,Hithink RoyalFlush,financial data,1,1.0,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,300059,East Money,internet finance,2,0.5,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,300418,Kunlun Tech,AI application,3,0.3333333333333333,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,300364,Chinese Online,digital content and data,4,0.25,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,002230,iFlytek,AI platform,5,0.2,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,688111,Kingsoft Office,office AI,6,0.16666666666666666,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,600845,Baosight Software,industrial data,7,0.14285714285714285,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,300212,E-Hualu,data asset,8,0.125,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,000034,Digital China,cloud data service,9,0.1111111111111111,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,300188,Meiya Pico,data security,10,0.1,curated_public_hot_seed
data_element_fintech_ai_app,professional_hot,601360,Qihoo 360,security AI,11,0.09090909090909091,curated_public_hot_seed
humanoid_robot_core_parts,professional_hot,688017,Green Harmonic,harmonic reducer,1,1.0,curated_public_hot_seed
humanoid_robot_core_parts,professional_hot,002747,Estun,robot body and servo,2,0.5,curated_public_hot_seed
humanoid_robot_core_parts,professional_hot,300124,Inovance,servo and control,3,0.3333333333333333,curated_public_hot_seed
humanoid_robot_core_parts,professional_hot,002472,Shuanghuan Driveline,gear transmission,4,0.25,curated_public_hot_seed
humanoid_robot_core_parts,professional_hot,603662,Keli Sensing,force sensor,5,0.2,curated_public_hot_seed
humanoid_robot_core_parts,professional_hot,300660,Jiangsu Leili,micro motor,6,0.16666666666666666,curated_public_hot_seed
humanoid_robot_core_parts,professional_hot,301368,Fengli Intelligent,micro transmission,7,0.14285714285714285,curated_public_hot_seed
humanoid_robot_core_parts,professional_hot,002050,Sanhua Intelligent Controls,thermal and actuator component,8,0.125,curated_public_hot_seed
humanoid_robot_core_parts,professional_hot,002527,Xinshida,robot controller,9,0.1111111111111111,curated_public_hot_seed
humanoid_robot_core_parts,professional_hot,603416,Xinjie Electric,PLC and servo,10,0.1,curated_public_hot_seed
industrial_mother_machine_laser,professional_hot,300161,Huazhong CNC,CNC system,1,1.0,curated_public_hot_seed
industrial_mother_machine_laser,professional_hot,688698,Weihong,motion control,2,0.5,curated_public_hot_seed
industrial_mother_machine_laser,professional_hot,000988,Huagong Tech,laser equipment,3,0.3333333333333333,curated_public_hot_seed
industrial_mother_machine_laser,professional_hot,002008,Han's Laser,laser automation,4,0.25,curated_public_hot_seed
industrial_mother_machine_laser,professional_hot,300607,Topstar,industrial automation,5,0.2,curated_public_hot_seed
industrial_mother_machine_laser,professional_hot,603283,Saiteng,precision equipment,6,0.16666666666666666,curated_public_hot_seed
industrial_mother_machine_laser,professional_hot,688305,KSEC Intelligent,motion control,7,0.14285714285714285,curated_public_hot_seed
industrial_mother_machine_laser,professional_hot,601100,Hengli Hydraulic,hydraulic component,8,0.125,curated_public_hot_seed
industrial_mother_machine_laser,professional_hot,603338,Zhejiang Dingli,industrial equipment,9,0.1111111111111111,curated_public_hot_seed
industrial_mother_machine_laser,professional_hot,600031,Sany Heavy Industry,high-end equipment,10,0.1,curated_public_hot_seed
medical_device_ivd_imaging,professional_hot,300760,Mindray Medical,medical device,1,1.0,curated_public_hot_seed
medical_device_ivd_imaging,professional_hot,688271,United Imaging,medical imaging,2,0.5,curated_public_hot_seed
medical_device_ivd_imaging,professional_hot,688617,APT Medical,electrophysiology device,3,0.3333333333333333,curated_public_hot_seed
medical_device_ivd_imaging,professional_hot,688029,Nanwei Medical,endoscope device,4,0.25,curated_public_hot_seed
medical_device_ivd_imaging,professional_hot,300482,Wondfo Biotech,IVD,5,0.2,curated_public_hot_seed
medical_device_ivd_imaging,professional_hot,688575,YHLO Biotech,IVD,6,0.16666666666666666,curated_public_hot_seed
medical_device_ivd_imaging,professional_hot,300003,Lepu Medical,cardiovascular device,7,0.14285714285714285,curated_public_hot_seed
medical_device_ivd_imaging,professional_hot,300595,Opm Biosciences,bioprocess equipment,8,0.125,curated_public_hot_seed
medical_device_ivd_imaging,professional_hot,603882,KingMed Diagnostics,medical testing,9,0.1111111111111111,curated_public_hot_seed
rare_earth_magnetic_materials,professional_hot,600111,Northern Rare Earth,rare earth resource,1,1.0,curated_public_hot_seed
rare_earth_magnetic_materials,professional_hot,000831,China Rare Earth,rare earth oxide,2,0.5,curated_public_hot_seed
rare_earth_magnetic_materials,professional_hot,600392,Shenghe Resources,rare earth resource,3,0.3333333333333333,curated_public_hot_seed
rare_earth_magnetic_materials,professional_hot,000970,Zhongke Sanhuan,NdFeB magnet,4,0.25,curated_public_hot_seed
rare_earth_magnetic_materials,professional_hot,002056,Hengdian DMEGC,magnetic material,5,0.2,curated_public_hot_seed
rare_earth_magnetic_materials,professional_hot,300224,Zhenghai Magnetic,rare earth magnet,6,0.16666666666666666,curated_public_hot_seed
rare_earth_magnetic_materials,professional_hot,002600,Lingyi iTech,precision magnetic component,7,0.14285714285714285,curated_public_hot_seed
rare_earth_magnetic_materials,professional_hot,300748,Jintian Copper,copper and magnetic chain seed,8,0.125,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,002371,NAURA,etching deposition and cleaning equipment,1,1.0,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,688012,Advanced Micro-Fab,etching equipment,2,0.5,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,688072,Piotech,thin film deposition equipment,3,0.3333333333333333,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,688120,Hwatsing,CMP equipment,4,0.25,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,688037,Kingsemi,photoresist process equipment,5,0.2,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,688019,Anji Micro,CMP slurry and photoresist material,6,0.16666666666666666,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,688200,Huafeng Test,semiconductor test equipment,7,0.14285714285714285,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,300604,Changchuan Technology,IC test equipment,8,0.125,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,300567,Jingce Electronic,inspection equipment,9,0.1111111111111111,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,688234,Tianyue Advanced,SiC substrate,10,0.1,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,688409,Fortune Precision,semiconductor equipment parts,11,0.09090909090909091,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,688525,Siglent,electronic test instrument,12,0.08333333333333333,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,688126,National Silicon,large silicon wafer,13,0.07692307692307693,curated_public_hot_seed
semiconductor_equipment_materials,professional_hot,688396,China Resources Micro,power semiconductor,14,0.07142857142857142,curated_public_hot_seed
shipbuilding_ocean_shipping,professional_hot,600150,CSSC Holdings,shipbuilding,1,1.0,curated_public_hot_seed
shipbuilding_ocean_shipping,professional_hot,601989,China Heavy Industry,shipbuilding,2,0.5,curated_public_hot_seed
shipbuilding_ocean_shipping,professional_hot,600482,China Ship Defense,ship equipment,3,0.3333333333333333,curated_public_hot_seed
shipbuilding_ocean_shipping,professional_hot,601919,COSCO Shipping Holdings,container shipping,4,0.25,curated_public_hot_seed
shipbuilding_ocean_shipping,professional_hot,601872,China Merchants Energy Shipping,energy shipping,5,0.2,curated_public_hot_seed
shipbuilding_ocean_shipping,professional_hot,600026,COSCO Shipping Energy,tanker shipping,6,0.16666666666666666,curated_public_hot_seed
shipbuilding_ocean_shipping,professional_hot,600428,COSCO Shipping Specialized,special shipping,7,0.14285714285714285,curated_public_hot_seed
shipbuilding_ocean_shipping,professional_hot,600018,SIPG,port,8,0.125,curated_public_hot_seed
shipbuilding_ocean_shipping,professional_hot,001872,China Merchants Port,port,9,0.1111111111111111,curated_public_hot_seed
shipbuilding_ocean_shipping,professional_hot,601018,Ningbo Zhoushan Port,port,10,0.1,curated_public_hot_seed
solid_state_battery_materials,professional_hot,300750,CATL,solid-state battery leader watchlist,1,1.0,curated_public_hot_seed
solid_state_battery_materials,professional_hot,688567,Farasis Energy,solid-state battery watchlist,2,0.5,curated_public_hot_seed
solid_state_battery_materials,professional_hot,300073,Dangsheng Technology,cathode material,3,0.3333333333333333,curated_public_hot_seed
solid_state_battery_materials,professional_hot,002709,Tinci Materials,electrolyte,4,0.25,curated_public_hot_seed
solid_state_battery_materials,professional_hot,603659,Putailai,anode and coating,5,0.2,curated_public_hot_seed
solid_state_battery_materials,professional_hot,688116,TnTech,carbon nanotube,6,0.16666666666666666,curated_public_hot_seed
solid_state_battery_materials,professional_hot,688388,Jiayuan Technology,copper foil,7,0.14285714285714285,curated_public_hot_seed
solid_state_battery_materials,professional_hot,300390,Canmax,lithium chemical,8,0.125,curated_public_hot_seed
solid_state_battery_materials,professional_hot,002497,Yahua Group,lithium salt,9,0.1111111111111111,curated_public_hot_seed
solid_state_battery_materials,professional_hot,002192,Rongjie,lithium resource,10,0.1,curated_public_hot_seed
solid_state_battery_materials,professional_hot,301358,Hunan Yuneng,LFP cathode,11,0.09090909090909091,curated_public_hot_seed
uhv_smart_grid_power_equipment,professional_hot,600406,NARI Technology,grid automation,1,1.0,curated_public_hot_seed
uhv_smart_grid_power_equipment,professional_hot,601179,China XD Electric,UHV equipment,2,0.5,curated_public_hot_seed
uhv_smart_grid_power_equipment,professional_hot,600312,Pinggao Electric,UHV switchgear,3,0.3333333333333333,curated_public_hot_seed
uhv_smart_grid_power_equipment,professional_hot,002028,Sieyuan Electric,power equipment,4,0.25,curated_public_hot_seed
uhv_smart_grid_power_equipment,professional_hot,600089,TBEA,transformer and UHV,5,0.2,curated_public_hot_seed
uhv_smart_grid_power_equipment,professional_hot,601877,Chint Electrics,low-voltage electrical,6,0.16666666666666666,curated_public_hot_seed
uhv_smart_grid_power_equipment,professional_hot,300001,TGOOD,charging and grid equipment,7,0.14285714285714285,curated_public_hot_seed
uhv_smart_grid_power_equipment,professional_hot,300491,Tonghe Technology,charging module,8,0.125,curated_public_hot_seed
uhv_smart_grid_power_equipment,professional_hot,002335,Kehua Data,UPS and power electronics,9,0.1111111111111111,curated_public_hot_seed
uhv_smart_grid_power_equipment,professional_hot,688390,GoodWe,inverter,10,0.1,curated_public_hot_seed
