factor_id,name,category,data_dependency,effective_lag,economic_rationale,direction,owner,tests,status,pit_rule,coverage,missing_ratio,ic_mean,rank_ic_mean,ic_ir,observations,quantile_monotonicity,year_count,yearly_positive_ratio,max_abs_correlation,vif_proxy,half_life_days,rank_turnover,leakage_suspect,crowding_flag,trust_status,quarantine_reason
reversal_1,reversal_1,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9942473633748802,0.005752636625119822,0.0006795829719680718,0.003383887086876479,0.0020671668927174655,1037,0.09999999999999999,4,0.75,1.0,20.0,0.15694351350557276,0.33191162343900094,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
reversal_2,reversal_2,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9932885906040269,0.006711409395973145,-0.002360291584653673,0.005007605007605007,-0.007132922626237762,1036,0.3,4,0.75,1.0,20.0,0.967911288092851,0.2354423076923077,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
reversal_3,reversal_3,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9923298178331735,0.007670182166826467,-0.008587624549718785,-0.0063299663299663305,-0.025381668343139433,1035,-0.39999999999999997,4,0.5,1.0,20.0,1.6680891487767013,0.19416746871992302,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
reversal_5,reversal_5,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9904122722914669,0.009587727708533111,-0.024885416288008735,-0.020563818240488134,-0.07219229781595919,1033,-0.8999999999999998,4,0.25,1.0,20.0,3.016371912652167,0.15205400192864033,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
reversal_10,reversal_10,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9856184084372004,0.014381591562799612,-0.048287351643355236,-0.03501945525291829,-0.1469511292798005,1028,-0.8999999999999998,4,0.0,1.0,20.0,6.337798952043264,0.11174418604651164,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
reversal_20,reversal_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9760306807286673,0.023969319271332723,-0.07343278373624053,-0.05659343930463773,-0.22531947260882887,1018,-0.9999999999999999,4,0.0,1.0,20.0,13.160857042814593,0.0765362035225049,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
volatility_5,volatility_5,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9913710450623202,0.00862895493767979,0.007390470546869908,0.007373541996365982,0.022112015018027283,1034,0.7,4,0.75,0.7214396643845588,2.0853978309044545,2.4527797694178135,0.1557996146435453,False,False,approved,none
volatility_10,volatility_10,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.987535953978907,0.012464046021092967,0.012745077167281038,0.009802883200941453,0.0376501066185516,1030,0.09999999999999999,4,0.75,0.7570946900710982,2.342975919564564,5.700379217747635,0.10477756286266925,False,False,approved,none
volatility_20,volatility_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9827420901246404,0.01725790987535958,-0.0030608696039476717,-0.006805617147080561,-0.009046384720397269,1025,0.0,4,0.25,0.9164234736910215,6.243443725869599,11.597201308734002,0.07601554907677356,False,False,watchlist,none
volatility_40,volatility_40,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9702780441035475,0.029721955896452545,-0.0021958804895134032,-0.007414061564259194,-0.006340681784729018,1012,-0.3,4,0.5,0.8111050704359944,2.9230487136118763,22.920492673694756,0.05379921259842519,False,False,approved,none
volatility_60,volatility_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9568552253116012,0.043144774688398835,-0.0025778835513587976,0.006862209267018886,-0.0077167610302222465,998,-0.3,4,0.75,0.9209331785025993,6.584055177366755,33.127074412456444,0.04491017964071856,False,False,approved,none
volatility_120,volatility_120,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9185043144774688,0.08149568552253117,-0.010847982650363444,0.00017713671158347565,-0.03130160282333033,958,-0.3,4,0.75,0.708896523546654,2.0101887667842435,55.02764155921903,0.03218295218295218,False,False,approved,none
volatility_240,volatility_240,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.8418024928092043,0.15819750719079573,0.027744376780516153,0.033906260785531855,0.08111425119047293,878,0.3,4,0.75,0.708896523546654,2.0101887667842435,78.43749871146373,0.023673469387755105,False,False,approved,none
downside_volatility_5,downside_volatility_5,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9923298178331735,0.007670182166826467,-2.1790933696213857e-05,-0.004650458042623716,-6.34851826697984e-05,1035,-0.09999999999999999,4,0.75,0.6787644541022982,1.8543283559711061,2.5062094911818873,0.13208854667949954,False,False,approved,none
downside_volatility_10,downside_volatility_10,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9884947267497604,0.011505273250239645,-0.015567394840557433,-0.013091144225964788,-0.046020002564082806,1031,-0.09999999999999999,4,0.5,0.6758968192789058,1.8410663068926099,5.73862954567013,0.08620289855072463,False,False,approved,none
downside_volatility_20,downside_volatility_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,-0.041520000542723784,-0.03962431330852384,-0.1196629553056966,1026,-0.8999999999999998,4,0.0,0.8213781492527656,3.0737270067848748,12.470241964301337,0.056815533980582526,False,False,watchlist,none
downside_volatility_60,downside_volatility_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,-0.06703233234503128,-0.05699639032972366,-0.18966263456452542,999,-0.8999999999999998,4,0.0,0.8184035336302454,3.028324010086936,38.95853210875171,0.03090727816550349,False,False,watchlist,none
downside_volatility_120,downside_volatility_120,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9194630872483222,0.08053691275167785,-0.04742281810490598,-0.026814547982431193,-0.1380364874152825,959,-0.6,4,0.5,0.7281866302674883,2.1288180523419173,75.90841016812432,0.02240913811007269,False,False,approved,none
upside_volatility_5,upside_volatility_5,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9923298178331735,0.007670182166826467,0.018022988295153794,0.015944056614022376,0.05361736987195419,1035,0.6,4,0.5,0.6745030259916371,1.8347086470777527,2.442111985277425,0.1325794032723773,False,False,approved,none
upside_volatility_10,upside_volatility_10,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9884947267497604,0.011505273250239645,0.023013679990524984,0.026999382770478794,0.0700840004667815,1031,0.6,4,0.75,0.6767735832133875,1.8450949873645204,5.565029080917394,0.08635748792270531,False,False,approved,none
upside_volatility_20,upside_volatility_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.02907282004133113,0.03716699155295646,0.08806446916441142,1026,0.9999999999999999,4,1.0,0.8069660335690901,2.8669246347187887,11.53381273770604,0.05877669902912621,False,False,approved,none
upside_volatility_60,upside_volatility_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,0.044171493709754345,0.05601358934692268,0.1316110825068341,999,0.7999999999999999,4,1.0,0.7959718627621736,2.729043178968913,33.382970572270835,0.032422731804586234,False,False,approved,none
max_drawdown_20,max_drawdown_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.056374829127548876,0.04052218087305807,0.17279139665627746,1026,0.9999999999999999,4,1.0,0.8647292237488833,3.9644253151508595,22.80614325223778,0.046893203883495146,False,False,approved,none
max_drawdown_60,max_drawdown_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,0.08131766037726673,0.0642399975733309,0.23087091494001272,999,0.9999999999999999,4,1.0,0.8807013566636813,4.457020763064929,118.21794179499489,0.01694915254237288,False,False,approved,none
max_drawdown_120,max_drawdown_120,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9194630872483222,0.08053691275167785,0.07092670561366077,0.08397004455398617,0.21451310526547016,959,0.7,4,1.0,0.8768129058709009,4.325275827057368,252.0,0.007850467289719627,False,False,approved,none
ma_bias_5,ma_bias_5,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9923298178331735,0.007670182166826467,0.009020301903704649,0.01068657590396721,0.026660096943575,1035,0.6,4,0.75,0.9776901029070744,20.0,1.6488821401624545,0.1929355149181906,False,True,watchlist,crowding_or_cost_watch
ma_bias_10,ma_bias_10,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9884947267497604,0.011505273250239645,0.028516687985578774,0.020815330805631485,0.08377845510710319,1031,0.7,4,0.75,0.9814604198012228,20.0,3.8943244606106795,0.1372946859903382,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
ma_bias_20,ma_bias_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.0595574611864514,0.05211176088369071,0.18138722389823977,1026,0.7999999999999999,4,1.0,0.9954710973245942,20.0,8.47026221214715,0.09471844660194174,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
ma_bias_40,ma_bias_40,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9712368168744008,0.028763183125599223,0.08601893233627295,0.07290077477639176,0.2618387521205593,1013,0.8999999999999998,4,1.0,0.9692334332298621,16.505312952856002,17.870687917956378,0.06676499508357917,False,True,watchlist,crowding_or_cost_watch
ma_bias_60,ma_bias_60,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,0.0960838113036424,0.08212454879121546,0.29038613791565826,999,0.9999999999999999,4,1.0,0.9986391145564668,20.0,27.025694229645453,0.05361914257228316,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
ma_bias_120,ma_bias_120,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9194630872483222,0.08053691275167785,0.0928020463553949,0.08220052453629095,0.2760893148124497,959,0.8999999999999998,4,1.0,0.9843121003926548,20.0,49.86459486255806,0.03582554517133956,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
ma_bias_240,ma_bias_240,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.8427612655800575,0.15723873441994252,0.05850189869606054,0.048381425173234044,0.17292664261252613,879,0.8999999999999998,4,1.0,0.9366442579292483,8.150123043886294,74.50826653956297,0.025730464326160815,False,False,approved,none
ma_slope_5,ma_slope_5,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.987535953978907,0.012464046021092967,0.04292848448185783,0.03569285083848191,0.12943537378695164,1030,0.8999999999999998,4,1.0,0.8561380127878813,3.744929790212576,11.41210973556326,0.0860541586073501,False,False,approved,none
ma_slope_10,ma_slope_10,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9789069990412272,0.021093000958772756,0.0709836375375699,0.06116997595939809,0.22306257092370274,1021,0.9999999999999999,4,1.0,0.9763970024557941,20.0,48.00785300398349,0.042595121951219506,False,True,watchlist,crowding_or_cost_watch
ma_slope_20,ma_slope_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9645254074784276,0.03547459252157237,0.0783425773187449,0.07618531236821495,0.2282850224240134,1006,0.9999999999999999,4,1.0,0.9603772958392118,12.874080609496525,197.91930237277387,0.02116831683168317,False,True,watchlist,crowding_or_cost_watch
ma_slope_60,ma_slope_60,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.900287631831256,0.09971236816874396,0.05247278490509621,0.04304385710136509,0.15703355914360975,939,0.7,4,0.75,0.977441783083335,20.0,252.0,0.00702014846235419,False,True,watchlist,crowding_or_cost_watch
ema_bias_5,ema_bias_5,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9923298178331735,0.007670182166826467,0.017169689017912583,0.01773678817157078,0.05043464655648675,1035,0.6,4,0.75,0.9776901029070744,20.0,1.6501608938729182,0.19193455245428298,False,True,watchlist,crowding_or_cost_watch
ema_bias_10,ema_bias_10,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9884947267497604,0.011505273250239645,0.038631058800411004,0.03578167710078476,0.11502957581171037,1031,0.7,4,1.0,0.9958580186212238,20.0,3.3629647347352316,0.14228019323671498,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
ema_bias_12,ema_bias_12,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9865771812080537,0.01342281879194629,0.04596982689457933,0.043142798244839055,0.1379549880201501,1029,0.8999999999999998,4,1.0,0.9958580186212238,20.0,4.053060831547788,0.13134559535333978,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
