source,source_url,published_at,symbol,related_symbols,title,summary,quality_flag,event_type,sentiment,impact_score,confidence,audit_source,audit_fetched_at,audit_quality_flag,fetched_at,effective_date,announce_date,audit_raw_hash,raw_hash
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225339693&orgId=gssz0000002&announcementTime=2026-05-30 00:00:00,2026-05-30 00:00:00,000002,000002,2025年度股东会决议公告,2025年度股东会决议公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,3592937861805914758,2414042916923693487
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225326524&orgId=gssz0000002&announcementTime=2026-05-23 00:00:00,2026-05-23 00:00:00,000002,000002,关于为银行贷款事项提供担保进展情况的公告,关于为银行贷款事项提供担保进展情况的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,18216102118179062445,17115008827170762864
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225326523&orgId=gssz0000002&announcementTime=2026-05-23 00:00:00,2026-05-23 00:00:00,000002,000002,2025年股东会文件,2025年股东会文件,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,10266441489051462690,9141863616417273219
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225326522&orgId=gssz0000002&announcementTime=2026-05-23 00:00:00,2026-05-23 00:00:00,000002,000002,关于参加2025年度股东会相关注意事项的公告,关于参加2025年度股东会相关注意事项的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,15020195019441966619,18219498735194598546
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225306067&orgId=gssz0000002&announcementTime=2026-05-15 00:00:00,2026-05-15 00:00:00,000002,000002,关于2025年度股东会增加临时提案及召开2025年度股东会通知的补充公告,关于2025年度股东会增加临时提案及召开2025年度股东会通知的补充公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,797548760231955,9346007707733417850
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225302554&orgId=gssz0000002&announcementTime=2026-05-13 00:00:00,2026-05-13 00:00:00,000002,000002,关于就深铁集团220亿股东借款签署补充协议暨日常关联交易公告,关于就深铁集团220亿股东借款签署补充协议暨日常关联交易公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,2267847397428260381,16475323290126329584
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225302553&orgId=gssz0000002&announcementTime=2026-05-13 00:00:00,2026-05-13 00:00:00,000002,000002,关于深铁集团向公司提供25亿元股东借款额度并由公司提供担保暨日常关联交易公告,关于深铁集团向公司提供25亿元股东借款额度并由公司提供担保暨日常关联交易公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,9518281820695592883,16231588957239681938
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225302552&orgId=gssz0000002&announcementTime=2026-05-13 00:00:00,2026-05-13 00:00:00,000002,000002,第二十届董事会第三十四次会议决议公告,第二十届董事会第三十四次会议决议公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,2880045238041810517,14492052188857615820
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225292213&orgId=gssz0000002&announcementTime=2026-05-12 00:00:00,2026-05-12 00:00:00,000002,000002,关于在交易商协会披露《关于2023年度第二期中期票据本息偿付安排的公告》的提示性公告,关于在交易商协会披露《关于2023年度第二期中期票据本息偿付安排的公告》的提示性公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,15299771411905378676,128158505801505757
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225287344&orgId=gssz0000002&announcementTime=2026-05-10 17:03:32,2026-05-10 17:03:32,000002,000002,关于在交易商协会披露《关于2023年度第二期中期票据2026年第一次持有人会议的答复公告》的提示性公告,关于在交易商协会披露《关于2023年度第二期中期票据2026年第一次持有人会议的答复公告》的提示性公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,17116774715786675177,6922527849177701080
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225286480&orgId=gssz0000002&announcementTime=2026-05-09 00:00:00,2026-05-09 00:00:00,000002,000002,关于制定2026年度公司董事、高级管理人员薪酬方案的公告,关于制定2026年度公司董事、高级管理人员薪酬方案的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,3504974103808605678,3912176776296895
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225286479&orgId=gssz0000002&announcementTime=2026-05-09 00:00:00,2026-05-09 00:00:00,000002,000002,万科企业股份有限公司董事、高级管理人员薪酬管理制度,万科企业股份有限公司董事、高级管理人员薪酬管理制度,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,9640288623882573446,8612921523217939691
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225286478&orgId=gssz0000002&announcementTime=2026-05-09 00:00:00,2026-05-09 00:00:00,000002,000002,关于召开2025年度股东会的通知,关于召开2025年度股东会的通知,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,8371509415535269431,628098949597375878
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225286477&orgId=gssz0000002&announcementTime=2026-05-09 00:00:00,2026-05-09 00:00:00,000002,000002,第二十届董事会第三十三次会议决议公告,第二十届董事会第三十三次会议决议公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,2711981462783238347,3981927107480636982
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225279799&orgId=gssz0000002&announcementTime=2026-05-07 00:00:00,2026-05-07 00:00:00,000002,000002,关于按照《香港上市规则》公布2026年4月证券变动月报表的公告,关于按照《香港上市规则》公布2026年4月证券变动月报表的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,15347226343330429408,8360079241632133889
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225264064&orgId=gssz0000002&announcementTime=2026-04-30 00:00:00,2026-04-30 00:00:00,000002,000002,关于公开挂牌转让环山集团股份有限公司股权的公告,关于公开挂牌转让环山集团股份有限公司股权的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,17736359830893618868,8933117224691587709
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225264063&orgId=gssz0000002&announcementTime=2026-04-30 00:00:00,2026-04-30 00:00:00,000002,000002,第二十届董事会第三十二次会议决议公告,第二十届董事会第三十二次会议决议公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,9175081024744425907,6659115628514738710
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225264061&orgId=gssz0000002&announcementTime=2026-04-30 00:00:00,2026-04-30 00:00:00,000002,000002,2026年一季度报告,2026年一季度报告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,16595899794719673809,8320956570827962812
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225142396&orgId=gssz0000002&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,000002,000002,关于在交易商协会披露《关于2023年度第一期中期票据2026年第一次持有人会议的答复公告》的提示性公告,关于在交易商协会披露《关于2023年度第一期中期票据2026年第一次持有人会议的答复公告》的提示性公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,11408684561644473692,15405306503715655041
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225142395&orgId=gssz0000002&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,000002,000002,关于在交易商协会披露《关于2023年度第一期中期票据本息偿付安排的公告》的提示性公告,关于在交易商协会披露《关于2023年度第一期中期票据本息偿付安排的公告》的提示性公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,1231094596343937109,17887298888027926448
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225111602&orgId=gssz0000002&announcementTime=2026-04-17 00:00:00,2026-04-17 00:00:00,000002,000002,关于董事会会议召开日期的公告,关于董事会会议召开日期的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,16906086609045478148,4136993241920866153
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225073105&orgId=gssz0000002&announcementTime=2026-04-02 00:00:00,2026-04-02 00:00:00,000002,000002,关于按照《香港上市规则》公布2026年3月证券变动月报表的公告,关于按照《香港上市规则》公布2026年3月证券变动月报表的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,872596063856315019,9670971445686476222
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225073104&orgId=gssz0000002&announcementTime=2026-04-02 00:00:00,2026-04-02 00:00:00,000002,000002,关于担保进展情况的公告,关于担保进展情况的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,5899654509061097141,5151965233397204168
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067818&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,关于拟续聘2026年度会计师事务所的公告,关于拟续聘2026年度会计师事务所的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,18107314308004041979,9636806968285127330
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067817&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,关于提请股东会授权公司及控股子公司对外提供担保的公告,关于提请股东会授权公司及控股子公司对外提供担保的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,16503057214848513067,9675850376278377322
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067816&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,关于提请股东会授权公司及控股子公司对外提供财务资助的公告,关于提请股东会授权公司及控股子公司对外提供财务资助的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,1742987078920045338,5487514699598718627
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067815&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,关于提请股东会给予董事会发行公司H股股份之一般性授权的公告,关于提请股东会给予董事会发行公司H股股份之一般性授权的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,4082078885119259463,6885814131803701586
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067814&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,关于公司未弥补亏损达到实收股本总额三分之一的公告,关于公司未弥补亏损达到实收股本总额三分之一的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,11189383815565157593,15976105998397598560
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067813&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,2025年度独立董事述职报告（廖子彬）,2025年度独立董事述职报告（廖子彬）,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,149836279727074556,1106659943081935673
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067812&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,2025年度独立董事述职报告（沈向洋）,2025年度独立董事述职报告（沈向洋）,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,16870267317735320070,9253512655169180971
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067811&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,2025年度独立董事述职报告（林明彦）,2025年度独立董事述职报告（林明彦）,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,1248062363813485219,6171849019849183270
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067810&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,2025年度独立董事述职报告（张懿宸）,2025年度独立董事述职报告（张懿宸）,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,11000048978913186449,13314864041608998604
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067809&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,2025年度可持续发展报告,2025年度可持续发展报告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,6924853464244132317,17507389338213129972
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067808&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,审计师出具的内部控制审计报告,审计师出具的内部控制审计报告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,3430284382752305854,15162262473669304879
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067807&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,2025年度内部控制自我评价报告,2025年度内部控制自我评价报告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,3127090101948504959,99287123004399626
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067806&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,关于计提和核销2025年度减值准备的公告,关于计提和核销2025年度减值准备的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,12915165632372524741,13877027573825923868
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067805&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,关于累计诉讼、仲裁情况的公告,关于累计诉讼、仲裁情况的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,10837506850900331758,17245456264139023079
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067804&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,第二十届董事会第三十一次会议决议公告,第二十届董事会第三十一次会议决议公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,10649916401277790421,6364533189854257916
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067803&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,德勤华永会计师事务所(特殊普通合伙)关于2025年度财务报表审计报告带有持续经营重大不确定性段落的无保留意见的专项说明,德勤华永会计师事务所(特殊普通合伙)关于2025年度财务报表审计报告带有持续经营重大不确定性段落的无保留意见的专项说明,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,3670044761463814641,14466747040459466172
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067802&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,董事会及审计委员会关于带强调事项段的无保留意见专项说明,董事会及审计委员会关于带强调事项段的无保留意见专项说明,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,9669283664581443685,13123212259900179124
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067801&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,审计师关于营业收入扣除的专项说明,审计师关于营业收入扣除的专项说明,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,10306339728448869196,3395890594386737861
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067800&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,审计委员会对会计师事务所2025年度履职情况评估及履行监督职责情况报告,审计委员会对会计师事务所2025年度履职情况评估及履行监督职责情况报告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,4093398835046161173,16591861544839794924
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067799&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,审计师出具的年度关联方资金占用专项审计报告,审计师出具的年度关联方资金占用专项审计报告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,5645466223086575594,12896916013871413595
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067798&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,2025年度非经营性资金占用及其他关联资金往来情况汇总表,2025年度非经营性资金占用及其他关联资金往来情况汇总表,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,18375398302937279160,13934238031344584857
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067797&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,董事会关于独立董事独立性的专项核查意见,董事会关于独立董事独立性的专项核查意见,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,3009659413055743424,6895852628292768081
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067796&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,2025年年度审计报告,2025年年度审计报告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,17018409466187833531,7748028526861755714
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067794&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,2025年年度报告,2025年年度报告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,6678856613964178850,4849098803256869779
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225067793&orgId=gssz0000002&announcementTime=2026-04-01 00:00:00,2026-04-01 00:00:00,000002,000002,2025年年度报告摘要,2025年年度报告摘要,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,15081044160214448894,18375440874584879959
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225023126&orgId=gssz0000002&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,000002,000002,关于担保进展情况的公告,关于担保进展情况的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,321531406864602969,12010086170026968880
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1225014045&orgId=gssz0000002&announcementTime=2026-03-18 00:00:00,2026-03-18 00:00:00,000002,000002,关于董事会会议召开日期的公告,关于董事会会议召开日期的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,9763055327392749338,2929323124215573079
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000002&announcementId=1224992493&orgId=gssz0000002&announcementTime=2026-03-03 00:00:00,2026-03-03 00:00:00,000002,000002,关于按照《香港上市规则》公布2026年2月证券变动月报表的公告,关于按照《香港上市规则》公布2026年2月证券变动月报表的公告,ok,,,,,akshare,2026-06-13T17:06:50,raw_event,2026-06-13T12:48:10,2026-06-13 12:48:10,,17898364464710913674,5800498114566845319
