factor_id,name,category,data_dependency,effective_lag,economic_rationale,direction,owner,tests,status,pit_rule,coverage,missing_ratio,ic_mean,rank_ic_mean,ic_ir,observations,quantile_monotonicity,year_count,yearly_positive_ratio,max_abs_correlation,max_corr_factor,vif_proxy,half_life_days,rank_turnover,gross_top_bottom_spread,estimated_cost_drag,cost_adjusted_spread,regime_count,regime_positive_ratio,worst_regime_rank_ic,regime_stability_note,leakage_suspect,crowding_flag,cost_drag_flag,regime_unstable_flag,trust_status,quarantine_reason
reversal_1,reversal_1,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9942473633748802,0.005752636625119822,-0.01954939439884451,-0.01591128254580521,-0.027917203834906156,1037,-1.0,4,0.25,1.0,momentum_1,20.0,0.12190332648888833,0.29715017611271216,-0.0011657855486547964,0.0004754402817803395,-0.0016412258304351359,3,0.3333333333333333,-0.053518320147071724,bullish_sideways_bearish_from_pit_market_mean_return,False,True,True,True,watchlist,near_duplicate_factor:momentum_1;crowding_or_cost_watch;negative_after_estimated_cost;regime_unstable
reversal_2,reversal_2,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9932885906040269,0.006711409395973145,-0.014797856006346286,-0.025096525096525095,-0.020814355826733515,1036,-1.0,4,0.25,1.0,momentum_2,20.0,1.0238279709862002,0.20042735042735044,-0.0025194984835446915,0.0003206837606837607,-0.0028401822442284523,3,0.3333333333333333,-0.07829448701907714,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,True,watchlist,near_duplicate_factor:momentum_2;crowding_or_cost_watch;regime_unstable
reversal_3,reversal_3,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9923298178331735,0.007670182166826467,-0.011524893917087354,-0.01932367149758454,-0.016146119265035005,1035,-1.0,4,0.25,1.0,momentum_3,20.0,1.7246613250008278,0.17388514597369267,-0.0007865014454588775,0.0002782162335579083,-0.0010647176790167857,3,0.0,-0.06838907339516691,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,True,watchlist,near_duplicate_factor:momentum_3;crowding_or_cost_watch;regime_unstable
reversal_5,reversal_5,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9904122722914669,0.009587727708533111,-0.02748625789691764,-0.03920619554695063,-0.03888395508966991,1033,-0.5,4,0.25,1.0,momentum_5,20.0,3.1987636600800053,0.13007607414550523,-0.0019504900972790945,0.0002081217186328084,-0.002158611815911903,3,0.0,-0.08311717697200548,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,True,watchlist,near_duplicate_factor:momentum_5;crowding_or_cost_watch;regime_unstable
reversal_10,reversal_10,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9856184084372004,0.014381591562799612,-0.05624924678802109,-0.047665369649805445,-0.08075321866082215,1028,-1.0,4,0.0,1.0,momentum_10,20.0,6.786218139919326,0.0921619293712317,-0.0030642110235917894,0.00014745908699397074,-0.00321167011058576,3,0.0,-0.09964923299864739,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,True,watchlist,near_duplicate_factor:momentum_10;crowding_or_cost_watch;regime_unstable
reversal_20,reversal_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9760306807286673,0.023969319271332723,-0.06891932598756607,-0.061394891944990176,-0.09686439024962548,1018,-1.0,4,0.25,1.0,momentum_20,20.0,14.481849083599004,0.05675146771037182,-0.0034315442821036676,9.080234833659491e-05,-0.0035223466304402625,3,0.0,-0.09143405271818358,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,True,watchlist,near_duplicate_factor:momentum_20;crowding_or_cost_watch;regime_unstable
volatility_5,volatility_5,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9913710450623202,0.00862895493767979,0.016843752689699062,0.013056092843326886,0.023460520965132976,1034,1.0,4,0.5,0.7264862275221061,amplitude_mean_5,2.11766706405741,2.5339172597877866,0.12780989081567118,0.0014500234516172318,0.0002044958253050739,0.001245527626312158,3,1.0,0.01760358707160473,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,False,approved,none
volatility_10,volatility_10,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.987535953978907,0.012464046021092967,-0.000695616011794327,-0.009708737864077669,-0.0009782372876291875,1030,0.5,4,0.5,0.7733865604722168,amplitude_mean_10,2.488346896794424,6.2775803522504,0.08080808080808081,0.00017312300864972055,0.00012929292929292932,4.383007935679123e-05,3,1.0,0.028889102768955226,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,False,approved,none
volatility_20,volatility_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9827420901246404,0.01725790987535958,0.0026567128366409743,-0.0024390243902439024,0.0035827240396960774,1025,0.5,4,0.5,0.9269050743289918,volatility_contraction_20,7.09990357904605,13.481893505594542,0.05355793110895152,0.00028613282413649747,8.569268977432244e-05,0.00020044013436217503,3,0.6666666666666666,-0.0023233733347664187,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,False,approved,none
volatility_40,volatility_40,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9702780441035475,0.029721955896452545,-0.022836510503148437,-0.011363636363636364,-0.03188457879886034,1012,0.5,4,0.25,0.8115814603936442,volatility_60,2.9296686189839525,25.52898439181279,0.041557305336832905,0.0004438219771106611,6.649168853893265e-05,0.00037733028857172846,3,0.6666666666666666,-0.013050411670518593,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,False,watchlist,none
volatility_60,volatility_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9568552253116012,0.043144774688398835,-0.04372276182568511,-0.031062124248496994,-0.06168703470946777,998,-0.5,4,0.25,0.9394316137024435,return_abs_mean_60,8.512939097064068,34.889990302194036,0.031492570414726105,-0.0018878408265350505,5.038811266356177e-05,-0.0019382289391986123,3,0.6666666666666666,-0.039253270240139936,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,False,watchlist,none
volatility_120,volatility_120,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9185043144774688,0.08149568552253117,-0.09010247439400065,-0.04592901878914405,-0.12906489259419607,958,-0.5,4,0.25,0.707574634529849,return_abs_mean_60,2.0026509628709555,59.292304226871714,0.023100023100023098,-0.00406082559481621,3.696003696003696e-05,-0.004097785631776246,3,0.0,-0.1057379348284883,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,True,watchlist,regime_unstable
volatility_240,volatility_240,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.8418024928092043,0.15819750719079573,-0.059022563128509356,-0.05466970387243736,-0.08580310716222231,878,-1.0,4,0.5,0.5994660458801495,downside_volatility_120,1.560937940533316,87.09787738424511,0.024439405391786347,-0.00830529802323011,3.910304862685816e-05,-0.008344401071856968,3,0.0,-0.058001168047009416,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,True,watchlist,regime_unstable
downside_volatility_5,downside_volatility_5,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9923298178331735,0.007670182166826467,0.0004179005712565563,-0.017650192456455188,0.0005923263123844648,1035,-0.5,4,0.5,0.6695205110562036,volatility_5,1.8124403851002764,2.7115903418083747,0.1088653619933697,-0.001418384092385305,0.00017418457918939154,-0.0015925686715746966,3,0.0,-0.03190989343242049,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,True,watchlist,regime_unstable
downside_volatility_10,downside_volatility_10,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9884947267497604,0.011505273250239645,-0.04343693954733384,-0.02424830261881668,-0.060796257394145764,1031,-0.5,4,0.25,0.6841719808894039,downside_volatility_20,1.8800218889748441,6.275270682277792,0.06806226516371444,-0.0026608858989874157,0.00010889962426194311,-0.002769785523249359,3,0.0,-0.05150430754119605,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,True,watchlist,regime_unstable
downside_volatility_20,downside_volatility_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,-0.059418311705685185,-0.057504873294346975,-0.0805610108725457,1026,-0.5,4,0.25,0.8474293012053976,downside_tail_return_20,3.547815584833736,13.06417894031389,0.039913700107874865,-0.004461757156563422,6.386192017259978e-05,-0.004525619076736022,3,0.0,-0.06607066538537562,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,True,watchlist,regime_unstable
downside_volatility_60,downside_volatility_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,-0.09541578661530016,-0.09009009009009009,-0.13431461852917717,999,-0.5,4,0.0,0.8361080563613692,downside_tail_return_60,3.323105721268338,35.693398316556504,0.022377312506923673,-0.0067979918741498425,3.580370001107788e-05,-0.00683379557416092,3,0.3333333333333333,-0.07878039522886678,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,True,watchlist,regime_unstable
downside_volatility_120,downside_volatility_120,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9194630872483222,0.08053691275167785,-0.12682943446763187,-0.10792492179353493,-0.180263890405783,959,-1.0,4,0.25,0.7016823710157983,downside_volatility_60,1.9698927493761524,73.8999690482523,0.016383985231337255,-0.009322041090294213,2.621437637013961e-05,-0.009348255466664353,3,0.3333333333333333,-0.08352615748959427,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,True,watchlist,regime_unstable
upside_volatility_5,upside_volatility_5,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9923298178331735,0.007670182166826467,0.023700675643628787,0.02283475806397639,0.03326685365480101,1035,-0.5,4,0.75,0.6960555930661786,upside_volatility_10,1.9398393307882422,2.6532451408614444,0.11314297936049622,-0.0003508777598729045,0.00018102876697679397,-0.0005319065268496985,3,1.0,0.030754783037743604,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,False,approved,none
upside_volatility_10,upside_volatility_10,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9884947267497604,0.011505273250239645,0.06798774153854147,0.0848690591658584,0.09673998429186748,1031,1.0,4,1.0,0.7185468270666144,upside_volatility_20,2.067437934492728,6.722019634002909,0.07235641438539989,0.006525600031145499,0.00011577026301663982,0.006409829768128859,3,1.0,0.09930518719866317,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,False,approved,none
upside_volatility_20,upside_volatility_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.07790051864724666,0.0638401559454191,0.1082807893385203,1026,0.5,4,1.0,0.8739881404739568,upside_tail_return_20,4.2346911518353165,14.76705748451575,0.04681769147788565,0.005890476770042608,7.490830636461705e-05,0.005815568463677991,3,1.0,0.08325161149011412,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,False,approved,none
upside_volatility_60,upside_volatility_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,0.047169105149461585,0.04504504504504504,0.06541350834994021,999,1.0,4,0.75,0.8514792196692781,upside_tail_return_60,3.636586612397022,47.639996403901456,0.023706657804364685,0.006351700563658554,3.7930652486983495e-05,0.006313769911171571,3,1.0,0.030032882563599983,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,False,approved,none
max_drawdown_20,max_drawdown_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.0906876074745697,0.08625730994152046,0.12685893197642695,1026,1.0,4,0.75,0.8411120922599978,breakout_high_20,3.418447570051525,21.825860023677144,0.037324703344120816,0.00515491697136842,5.971952535059331e-05,0.005095197446017827,3,1.0,0.016441288306872647,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,False,approved,none
max_drawdown_60,max_drawdown_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,0.12167187852970883,0.10810810810810811,0.17618297012800999,999,0.5,4,1.0,0.8621236880627202,breakout_high_60,3.8949493752240594,128.59762674439264,0.009748532181234077,0.009571459967829996,1.5597651489974524e-05,0.009555862316340022,3,1.0,0.018953167717954283,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,False,approved,none
max_drawdown_120,max_drawdown_120,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9194630872483222,0.08053691275167785,0.1195462648420862,0.10218978102189781,0.1661305672038759,959,1.0,4,0.75,0.8647506608821077,breakout_high_120,3.965008097703552,252.0,0.005538248528902734,0.010895076600029155,8.861197646244374e-06,0.010886215402382911,3,1.0,0.0209095321218053,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,False,approved,none
ma_bias_5,ma_bias_5,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9923298178331735,0.007670182166826467,0.024495213932001072,0.021256038647342997,0.03458039189054424,1035,0.5,4,0.75,0.9779748087856586,ema_bias_5,20.0,1.7355583743192255,0.1672548390546466,0.001668913398775475,0.0002676077424874346,0.0014013056562880404,3,1.0,0.01586645106444915,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,False,watchlist,crowding_or_cost_watch
ma_bias_10,ma_bias_10,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9884947267497604,0.011505273250239645,0.045173582725649995,0.052376333656644035,0.06456709930443393,1031,1.0,4,0.75,0.9818778158468902,ema_bias_10,20.0,4.1685505036932184,0.10563607085346216,0.0034340483976118817,0.00016901771336553948,0.0032650306842463422,3,1.0,0.05412627949077844,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,False,watchlist,near_duplicate_factor:ema_bias_10;crowding_or_cost_watch
